,date,county,state,fips,cases,deaths,new_cases,new_deaths,roll_new_cases,roll_new_deaths
421622,2020-08-11,Santa Clara,California,6085.0,12962,208,268.0,2.0,276.0,2.142857142857143
424843,2020-08-12,Santa Clara,California,6085.0,13059,208,97.0,0.0,275.85714285714283,1.5714285714285714
428067,2020-08-13,Santa Clara,California,6085.0,13340,209,281.0,1.0,286.2857142857143,1.7142857142857142
431295,2020-08-14,Santa Clara,California,6085.0,13856,209,516.0,0.0,340.14285714285717,0.7142857142857143
434520,2020-08-15,Santa Clara,California,6085.0,14207,210,351.0,1.0,360.0,0.7142857142857143
437746,2020-08-16,Santa Clara,California,6085.0,14429,210,222.0,0.0,353.57142857142856,0.5714285714285714
440972,2020-08-17,Santa Clara,California,6085.0,14429,210,0.0,0.0,247.85714285714286,0.5714285714285714
444198,2020-08-18,Santa Clara,California,6085.0,14872,214,443.0,4.0,272.85714285714283,0.8571428571428571
447425,2020-08-19,Santa Clara,California,6085.0,15085,217,213.0,3.0,289.42857142857144,1.2857142857142858
450653,2020-08-20,Santa Clara,California,6085.0,15258,218,173.0,1.0,274.0,1.2857142857142858
453881,2020-08-21,Santa Clara,California,6085.0,15496,223,238.0,5.0,234.28571428571428,2.0
457109,2020-08-22,Santa Clara,California,6085.0,15688,225,192.0,2.0,211.57142857142858,2.142857142857143
460336,2020-08-23,Santa Clara,California,6085.0,15688,225,0.0,0.0,179.85714285714286,2.142857142857143
463565,2020-08-24,Santa Clara,California,6085.0,16151,225,463.0,0.0,246.0,2.142857142857143
466794,2020-08-25,Santa Clara,California,6085.0,16306,234,155.0,9.0,204.85714285714286,2.857142857142857
470023,2020-08-26,Santa Clara,California,6085.0,16306,234,0.0,0.0,174.42857142857142,2.4285714285714284
473255,2020-08-27,Santa Clara,California,6085.0,16607,241,301.0,7.0,192.71428571428572,3.2857142857142856
476488,2020-08-28,Santa Clara,California,6085.0,16814,246,207.0,5.0,188.28571428571428,3.2857142857142856
479721,2020-08-29,Santa Clara,California,6085.0,17013,246,199.0,0.0,189.28571428571428,3.0
482955,2020-08-30,Santa Clara,California,6085.0,17013,245,0.0,-1.0,189.28571428571428,2.857142857142857
486190,2020-08-31,Santa Clara,California,6085.0,17349,245,336.0,0.0,171.14285714285714,2.857142857142857
489423,2020-09-01,Santa Clara,California,6085.0,17465,249,116.0,4.0,165.57142857142858,2.142857142857143
492656,2020-09-02,Santa Clara,California,6085.0,17802,251,337.0,2.0,213.71428571428572,2.4285714285714284
495890,2020-09-03,Santa Clara,California,6085.0,17993,254,191.0,3.0,198.0,1.8571428571428572
499123,2020-09-04,Santa Clara,California,6085.0,18190,255,197.0,1.0,196.57142857142858,1.2857142857142858
502357,2020-09-05,Santa Clara,California,6085.0,18423,258,233.0,3.0,201.42857142857142,1.7142857142857142
505591,2020-09-06,Santa Clara,California,6085.0,18611,261,188.0,3.0,228.28571428571428,2.2857142857142856
508823,2020-09-07,Santa Clara,California,6085.0,18717,261,106.0,0.0,195.42857142857142,2.2857142857142856
512056,2020-09-08,Santa Clara,California,6085.0,18717,261,0.0,0.0,178.85714285714286,1.7142857142857142
515289,2020-09-09,Santa Clara,California,6085.0,18854,264,137.0,3.0,150.28571428571428,1.8571428571428572
518524,2020-09-10,Santa Clara,California,6085.0,18854,264,0.0,0.0,123.0,1.4285714285714286
521761,2020-09-11,Santa Clara,California,6085.0,19143,277,289.0,13.0,136.14285714285714,3.142857142857143
524997,2020-09-12,Santa Clara,California,6085.0,19417,281,274.0,4.0,142.0,3.2857142857142856
528233,2020-09-13,Santa Clara,California,6085.0,19549,284,132.0,3.0,134.0,3.2857142857142856
531470,2020-09-14,Santa Clara,California,6085.0,19613,284,64.0,0.0,128.0,3.2857142857142856
534705,2020-09-15,Santa Clara,California,6085.0,19683,288,70.0,4.0,138.0,3.857142857142857
537941,2020-09-16,Santa Clara,California,6085.0,19760,294,77.0,6.0,129.42857142857142,4.285714285714286
541178,2020-09-17,Santa Clara,California,6085.0,19891,296,131.0,2.0,148.14285714285714,4.571428571428571
544414,2020-09-18,Santa Clara,California,6085.0,20129,296,238.0,0.0,140.85714285714286,2.7142857142857144
547652,2020-09-19,Santa Clara,California,6085.0,20252,297,123.0,1.0,119.28571428571429,2.2857142857142856
550891,2020-09-20,Santa Clara,California,6085.0,20410,297,158.0,0.0,123.0,1.8571428571428572
554130,2020-09-21,Santa Clara,California,6085.0,20511,298,101.0,1.0,128.28571428571428,2.0
557367,2020-09-22,Santa Clara,California,6085.0,20587,300,76.0,2.0,129.14285714285714,1.7142857142857142
560603,2020-09-23,Santa Clara,California,6085.0,20648,301,61.0,1.0,126.85714285714286,1.0
563842,2020-09-24,Santa Clara,California,6085.0,20756,305,108.0,4.0,123.57142857142857,1.2857142857142858
567082,2020-09-25,Santa Clara,California,6085.0,20882,307,126.0,2.0,107.57142857142857,1.5714285714285714
570324,2020-09-26,Santa Clara,California,6085.0,21030,312,148.0,5.0,111.14285714285714,2.142857142857143
573566,2020-09-27,Santa Clara,California,6085.0,21153,313,123.0,1.0,106.14285714285714,2.2857142857142856
576809,2020-09-28,Santa Clara,California,6085.0,21241,315,88.0,2.0,104.28571428571429,2.4285714285714284
580050,2020-09-29,Santa Clara,California,6085.0,21294,319,53.0,4.0,101.0,2.7142857142857144
583289,2020-09-30,Santa Clara,California,6085.0,21379,323,85.0,4.0,104.42857142857143,3.142857142857143
586529,2020-10-01,Santa Clara,California,6085.0,21457,326,78.0,3.0,100.14285714285714,3.0
589770,2020-10-02,Santa Clara,California,6085.0,21605,331,148.0,5.0,103.28571428571429,3.4285714285714284
593010,2020-10-03,Santa Clara,California,6085.0,21734,334,129.0,3.0,100.57142857142857,3.142857142857143
596252,2020-10-04,Santa Clara,California,6085.0,21840,345,106.0,11.0,98.14285714285714,4.571428571428571
599495,2020-10-05,Santa Clara,California,6085.0,21926,346,86.0,1.0,97.85714285714286,4.428571428571429
602738,2020-10-06,Santa Clara,California,6085.0,21978,348,52.0,2.0,97.71428571428571,4.142857142857143
605980,2020-10-07,Santa Clara,California,6085.0,22056,354,78.0,6.0,96.71428571428571,4.428571428571429
609223,2020-10-08,Santa Clara,California,6085.0,22154,355,98.0,1.0,99.57142857142857,4.142857142857143
612465,2020-10-09,Santa Clara,California,6085.0,22312,358,158.0,3.0,101.0,3.857142857142857
615706,2020-10-10,Santa Clara,California,6085.0,22419,358,107.0,0.0,97.85714285714286,3.4285714285714284
618948,2020-10-11,Santa Clara,California,6085.0,22555,358,136.0,0.0,102.14285714285714,1.8571428571428572
622191,2020-10-12,Santa Clara,California,6085.0,22644,363,89.0,5.0,102.57142857142857,2.4285714285714284
625434,2020-10-13,Santa Clara,California,6085.0,22741,364,97.0,1.0,109.0,2.2857142857142856
628677,2020-10-14,Santa Clara,California,6085.0,22801,364,60.0,0.0,106.42857142857143,1.4285714285714286
631921,2020-10-15,Santa Clara,California,6085.0,22859,368,58.0,4.0,100.71428571428571,1.8571428571428572
635167,2020-10-16,Santa Clara,California,6085.0,22974,374,115.0,6.0,94.57142857142857,2.2857142857142856
638412,2020-10-17,Santa Clara,California,6085.0,23052,374,78.0,0.0,90.42857142857143,2.2857142857142856
641659,2020-10-18,Santa Clara,California,6085.0,23224,374,172.0,0.0,95.57142857142857,2.2857142857142856
644907,2020-10-19,Santa Clara,California,6085.0,23355,379,131.0,5.0,101.57142857142857,2.2857142857142856
648152,2020-10-20,Santa Clara,California,6085.0,23458,383,103.0,4.0,102.42857142857143,2.7142857142857144
651396,2020-10-21,Santa Clara,California,6085.0,23591,386,133.0,3.0,112.85714285714286,3.142857142857143
654641,2020-10-22,Santa Clara,California,6085.0,23679,386,88.0,0.0,117.14285714285714,2.5714285714285716
657886,2020-10-23,Santa Clara,California,6085.0,23881,389,202.0,3.0,129.57142857142858,2.142857142857143
661130,2020-10-24,Santa Clara,California,6085.0,24014,389,133.0,0.0,137.42857142857142,2.142857142857143
664375,2020-10-25,Santa Clara,California,6085.0,24144,389,130.0,0.0,131.42857142857142,2.142857142857143
667621,2020-10-26,Santa Clara,California,6085.0,24313,389,169.0,0.0,136.85714285714286,1.4285714285714286
670864,2020-10-27,Santa Clara,California,6085.0,24425,393,112.0,4.0,138.14285714285714,1.4285714285714286
