,date,county,state,fips,cases,deaths,new_cases,new_deaths,roll_new_cases,roll_new_deaths
599490,2020-10-05,San Francisco,California,6075.0,11483,108,5.0,0.0,40.714285714285715,1.0
602733,2020-10-06,San Francisco,California,6075.0,11508,111,25.0,3.0,38.142857142857146,1.4285714285714286
605975,2020-10-07,San Francisco,California,6075.0,11536,114,28.0,3.0,36.857142857142854,1.4285714285714286
609218,2020-10-08,San Francisco,California,6075.0,11554,115,18.0,1.0,31.285714285714285,1.2857142857142858
612460,2020-10-09,San Francisco,California,6075.0,11611,121,57.0,6.0,35.42857142857143,2.0
615701,2020-10-10,San Francisco,California,6075.0,11623,123,12.0,2.0,29.428571428571427,2.2857142857142856
618943,2020-10-11,San Francisco,California,6075.0,11666,123,43.0,0.0,26.857142857142858,2.142857142857143
622186,2020-10-12,San Francisco,California,6075.0,11669,123,3.0,0.0,26.571428571428573,2.142857142857143
625429,2020-10-13,San Francisco,California,6075.0,11694,123,25.0,0.0,26.571428571428573,1.7142857142857142
628672,2020-10-14,San Francisco,California,6075.0,11715,123,21.0,0.0,25.571428571428573,1.2857142857142858
631916,2020-10-15,San Francisco,California,6075.0,11786,126,71.0,3.0,33.142857142857146,1.5714285714285714
635162,2020-10-16,San Francisco,California,6075.0,11811,131,25.0,5.0,28.571428571428573,1.4285714285714286
638407,2020-10-17,San Francisco,California,6075.0,11843,133,32.0,2.0,31.428571428571427,1.4285714285714286
641654,2020-10-18,San Francisco,California,6075.0,11880,133,37.0,0.0,30.571428571428573,1.4285714285714286
644902,2020-10-19,San Francisco,California,6075.0,11904,133,24.0,0.0,33.57142857142857,1.4285714285714286
648147,2020-10-20,San Francisco,California,6075.0,11940,133,36.0,0.0,35.142857142857146,1.4285714285714286
651391,2020-10-21,San Francisco,California,6075.0,12016,137,76.0,4.0,43.0,2.0
654636,2020-10-22,San Francisco,California,6075.0,12003,138,-13.0,1.0,31.0,1.7142857142857142
657881,2020-10-23,San Francisco,California,6075.0,12035,140,32.0,2.0,32.0,1.2857142857142858
661125,2020-10-24,San Francisco,California,6075.0,12072,140,37.0,0.0,32.714285714285715,1.0
664370,2020-10-25,San Francisco,California,6075.0,12106,140,34.0,0.0,32.285714285714285,1.0
667616,2020-10-26,San Francisco,California,6075.0,12155,140,49.0,0.0,35.857142857142854,1.0
670859,2020-10-27,San Francisco,California,6075.0,12192,140,37.0,0.0,36.0,1.0
674101,2020-10-28,San Francisco,California,6075.0,12244,145,52.0,5.0,32.57142857142857,1.1428571428571428
677345,2020-10-29,San Francisco,California,6075.0,12280,145,36.0,0.0,39.57142857142857,1.0
680588,2020-10-30,San Francisco,California,6075.0,12323,147,43.0,2.0,41.142857142857146,1.0
683832,2020-10-31,San Francisco,California,6075.0,12402,148,79.0,1.0,47.142857142857146,1.1428571428571428
1012,2020-03-10,San Joaquin,California,6077.0,1,0,,,,
1178,2020-03-11,San Joaquin,California,6077.0,1,0,0.0,0.0,0.0,0.0
1384,2020-03-12,San Joaquin,California,6077.0,3,0,2.0,0.0,1.0,0.0
1645,2020-03-13,San Joaquin,California,6077.0,8,0,5.0,0.0,2.3333333333333335,0.0
1962,2020-03-14,San Joaquin,California,6077.0,8,0,0.0,0.0,1.75,0.0
2342,2020-03-15,San Joaquin,California,6077.0,8,0,0.0,0.0,1.4,0.0
2777,2020-03-16,San Joaquin,California,6077.0,9,0,1.0,0.0,1.3333333333333333,0.0
3259,2020-03-17,San Joaquin,California,6077.0,13,0,4.0,0.0,1.7142857142857142,0.0
3813,2020-03-18,San Joaquin,California,6077.0,14,2,1.0,2.0,1.8571428571428572,0.2857142857142857
4473,2020-03-19,San Joaquin,California,6077.0,17,2,3.0,0.0,2.0,0.2857142857142857
5248,2020-03-20,San Joaquin,California,6077.0,25,2,8.0,0.0,2.4285714285714284,0.2857142857142857
6169,2020-03-21,San Joaquin,California,6077.0,31,2,6.0,0.0,3.2857142857142856,0.2857142857142857
7203,2020-03-22,San Joaquin,California,6077.0,41,2,10.0,0.0,4.714285714285714,0.2857142857142857
8346,2020-03-23,San Joaquin,California,6077.0,51,2,10.0,0.0,6.0,0.2857142857142857
9589,2020-03-24,San Joaquin,California,6077.0,60,2,9.0,0.0,6.714285714285714,0.2857142857142857
10961,2020-03-25,San Joaquin,California,6077.0,71,3,11.0,1.0,8.142857142857142,0.14285714285714285
12506,2020-03-26,San Joaquin,California,6077.0,83,3,12.0,0.0,9.428571428571429,0.14285714285714285
14172,2020-03-27,San Joaquin,California,6077.0,93,4,10.0,1.0,9.714285714285714,0.2857142857142857
15954,2020-03-28,San Joaquin,California,6077.0,108,4,15.0,0.0,11.0,0.2857142857142857
17843,2020-03-29,San Joaquin,California,6077.0,121,5,13.0,1.0,11.428571428571429,0.42857142857142855
19820,2020-03-30,San Joaquin,California,6077.0,136,6,15.0,1.0,12.142857142857142,0.5714285714285714
21895,2020-03-31,San Joaquin,California,6077.0,151,8,15.0,2.0,13.0,0.8571428571428571
24053,2020-04-01,San Joaquin,California,6077.0,161,8,10.0,0.0,12.857142857142858,0.7142857142857143
26282,2020-04-02,San Joaquin,California,6077.0,178,10,17.0,2.0,13.571428571428571,1.0
28581,2020-04-03,San Joaquin,California,6077.0,185,11,7.0,1.0,13.142857142857142,1.0
30939,2020-04-04,San Joaquin,California,6077.0,191,11,6.0,0.0,11.857142857142858,1.0
33345,2020-04-05,San Joaquin,California,6077.0,203,11,12.0,0.0,11.714285714285714,0.8571428571428571
35790,2020-04-06,San Joaquin,California,6077.0,212,11,9.0,0.0,10.857142857142858,0.7142857142857143
38279,2020-04-07,San Joaquin,California,6077.0,223,13,11.0,2.0,10.285714285714286,0.7142857142857143
40823,2020-04-08,San Joaquin,California,6077.0,237,14,14.0,1.0,10.857142857142858,0.8571428571428571
43395,2020-04-09,San Joaquin,California,6077.0,245,14,8.0,0.0,9.571428571428571,0.5714285714285714
45995,2020-04-10,San Joaquin,California,6077.0,257,14,12.0,0.0,10.285714285714286,0.42857142857142855
48625,2020-04-11,San Joaquin,California,6077.0,260,15,3.0,1.0,9.857142857142858,0.5714285714285714
51287,2020-04-12,San Joaquin,California,6077.0,273,16,13.0,1.0,10.0,0.7142857142857143
53966,2020-04-13,San Joaquin,California,6077.0,309,17,36.0,1.0,13.857142857142858,0.8571428571428571
56658,2020-04-14,San Joaquin,California,6077.0,335,17,26.0,0.0,16.0,0.5714285714285714
59366,2020-04-15,San Joaquin,California,6077.0,364,17,29.0,0.0,18.142857142857142,0.42857142857142855
62085,2020-04-16,San Joaquin,California,6077.0,369,17,5.0,0.0,17.714285714285715,0.42857142857142855
64818,2020-04-17,San Joaquin,California,6077.0,398,17,29.0,0.0,20.142857142857142,0.42857142857142855
67566,2020-04-18,San Joaquin,California,6077.0,410,17,12.0,0.0,21.428571428571427,0.2857142857142857
70328,2020-04-19,San Joaquin,California,6077.0,418,17,8.0,0.0,20.714285714285715,0.14285714285714285
73097,2020-04-20,San Joaquin,California,6077.0,446,18,28.0,1.0,19.571428571428573,0.14285714285714285
75873,2020-04-21,San Joaquin,California,6077.0,456,20,10.0,2.0,17.285714285714285,0.42857142857142855
78657,2020-04-22,San Joaquin,California,6077.0,472,20,16.0,0.0,15.428571428571429,0.42857142857142855
81451,2020-04-23,San Joaquin,California,6077.0,487,22,15.0,2.0,16.857142857142858,0.7142857142857143
84251,2020-04-24,San Joaquin,California,6077.0,495,24,8.0,2.0,13.857142857142858,1.0
87059,2020-04-25,San Joaquin,California,6077.0,507,25,12.0,1.0,13.857142857142858,1.1428571428571428
89876,2020-04-26,San Joaquin,California,6077.0,523,25,16.0,0.0,15.0,1.1428571428571428
92694,2020-04-27,San Joaquin,California,6077.0,527,25,4.0,0.0,11.571428571428571,1.0
95526,2020-04-28,San Joaquin,California,6077.0,529,25,2.0,0.0,10.428571428571429,0.7142857142857143
98371,2020-04-29,San Joaquin,California,6077.0,540,25,11.0,0.0,9.714285714285714,0.7142857142857143
101221,2020-04-30,San Joaquin,California,6077.0,543,25,3.0,0.0,8.0,0.42857142857142855
104076,2020-05-01,San Joaquin,California,6077.0,557,25,14.0,0.0,8.857142857142858,0.14285714285714285
106941,2020-05-02,San Joaquin,California,6077.0,560,25,3.0,0.0,7.571428571428571,0.0
109810,2020-05-03,San Joaquin,California,6077.0,570,25,10.0,0.0,6.714285714285714,0.0
112685,2020-05-04,San Joaquin,California,6077.0,574,26,4.0,1.0,6.714285714285714,0.14285714285714285
115568,2020-05-05,San Joaquin,California,6077.0,578,26,4.0,0.0,7.0,0.14285714285714285
118527,2020-05-06,San Joaquin,California,6077.0,579,27,1.0,1.0,5.571428571428571,0.2857142857142857
121494,2020-05-07,San Joaquin,California,6077.0,581,28,2.0,1.0,5.428571428571429,0.42857142857142855
124474,2020-05-08,San Joaquin,California,6077.0,597,28,16.0,0.0,5.714285714285714,0.42857142857142855
127459,2020-05-09,San Joaquin,California,6077.0,605,28,8.0,0.0,6.428571428571429,0.42857142857142855
130449,2020-05-10,San Joaquin,California,6077.0,612,29,7.0,1.0,6.0,0.5714285714285714
133439,2020-05-11,San Joaquin,California,6077.0,621,29,9.0,0.0,6.714285714285714,0.42857142857142855
136429,2020-05-12,San Joaquin,California,6077.0,629,30,8.0,1.0,7.285714285714286,0.5714285714285714
139420,2020-05-13,San Joaquin,California,6077.0,638,31,9.0,1.0,8.428571428571429,0.5714285714285714
142416,2020-05-14,San Joaquin,California,6077.0,644,31,6.0,0.0,9.0,0.42857142857142855
145415,2020-05-15,San Joaquin,California,6077.0,659,31,15.0,0.0,8.857142857142858,0.42857142857142855
148419,2020-05-16,San Joaquin,California,6077.0,670,31,11.0,0.0,9.285714285714286,0.42857142857142855
151428,2020-05-17,San Joaquin,California,6077.0,689,32,19.0,1.0,11.0,0.42857142857142855
154440,2020-05-18,San Joaquin,California,6077.0,699,32,10.0,0.0,11.142857142857142,0.42857142857142855
157456,2020-05-19,San Joaquin,California,6077.0,709,33,10.0,1.0,11.428571428571429,0.42857142857142855
160482,2020-05-20,San Joaquin,California,6077.0,716,33,7.0,0.0,11.142857142857142,0.2857142857142857
163510,2020-05-21,San Joaquin,California,6077.0,733,33,17.0,0.0,12.714285714285714,0.2857142857142857
166542,2020-05-22,San Joaquin,California,6077.0,752,33,19.0,0.0,13.285714285714286,0.2857142857142857
169579,2020-05-23,San Joaquin,California,6077.0,752,33,0.0,0.0,11.714285714285714,0.2857142857142857
172620,2020-05-24,San Joaquin,California,6077.0,759,33,7.0,0.0,10.0,0.14285714285714285
175664,2020-05-25,San Joaquin,California,6077.0,760,33,1.0,0.0,8.714285714285714,0.14285714285714285
178708,2020-05-26,San Joaquin,California,6077.0,771,33,11.0,0.0,8.857142857142858,0.0
181752,2020-05-27,San Joaquin,California,6077.0,834,34,63.0,1.0,16.857142857142858,0.14285714285714285
184806,2020-05-28,San Joaquin,California,6077.0,842,35,8.0,1.0,15.571428571428571,0.2857142857142857
187862,2020-05-29,San Joaquin,California,6077.0,858,35,16.0,0.0,15.142857142857142,0.2857142857142857
190927,2020-05-30,San Joaquin,California,6077.0,858,35,0.0,0.0,15.142857142857142,0.2857142857142857
193994,2020-05-31,San Joaquin,California,6077.0,888,35,30.0,0.0,18.428571428571427,0.2857142857142857
197064,2020-06-01,San Joaquin,California,6077.0,908,35,20.0,0.0,21.142857142857142,0.2857142857142857
200137,2020-06-02,San Joaquin,California,6077.0,982,35,74.0,0.0,30.142857142857142,0.2857142857142857
203213,2020-06-03,San Joaquin,California,6077.0,1080,35,98.0,0.0,35.142857142857146,0.14285714285714285
206293,2020-06-04,San Joaquin,California,6077.0,1024,36,-56.0,1.0,26.0,0.14285714285714285
209375,2020-06-05,San Joaquin,California,6077.0,1050,36,26.0,0.0,27.428571428571427,0.14285714285714285
212461,2020-06-06,San Joaquin,California,6077.0,1118,37,68.0,1.0,37.142857142857146,0.2857142857142857
215549,2020-06-07,San Joaquin,California,6077.0,1161,37,43.0,0.0,39.0,0.2857142857142857
218641,2020-06-08,San Joaquin,California,6077.0,1244,37,83.0,0.0,48.0,0.2857142857142857
221737,2020-06-09,San Joaquin,California,6077.0,1308,39,64.0,2.0,46.57142857142857,0.5714285714285714
224834,2020-06-10,San Joaquin,California,6077.0,1358,40,50.0,1.0,39.714285714285715,0.7142857142857143
227937,2020-06-11,San Joaquin,California,6077.0,1437,42,79.0,2.0,59.0,0.8571428571428571
231042,2020-06-12,San Joaquin,California,6077.0,1493,42,56.0,0.0,63.285714285714285,0.8571428571428571
234149,2020-06-13,San Joaquin,California,6077.0,1547,43,54.0,1.0,61.285714285714285,0.8571428571428571
237257,2020-06-14,San Joaquin,California,6077.0,1652,43,105.0,0.0,70.14285714285714,0.8571428571428571
240366,2020-06-15,San Joaquin,California,6077.0,1716,43,64.0,0.0,67.42857142857143,0.8571428571428571
243478,2020-06-16,San Joaquin,California,6077.0,1749,47,33.0,4.0,63.0,1.1428571428571428
246592,2020-06-17,San Joaquin,California,6077.0,1888,47,139.0,0.0,75.71428571428571,1.0
249705,2020-06-18,San Joaquin,California,6077.0,1927,47,39.0,0.0,70.0,0.7142857142857143
252821,2020-06-19,San Joaquin,California,6077.0,1926,48,-1.0,1.0,61.857142857142854,0.8571428571428571
255941,2020-06-20,San Joaquin,California,6077.0,2177,48,251.0,0.0,90.0,0.7142857142857143
259069,2020-06-21,San Joaquin,California,6077.0,2259,48,82.0,0.0,86.71428571428571,0.7142857142857143
262197,2020-06-22,San Joaquin,California,6077.0,2400,48,141.0,0.0,97.71428571428571,0.7142857142857143
265327,2020-06-23,San Joaquin,California,6077.0,2560,48,160.0,0.0,115.85714285714286,0.14285714285714285
268458,2020-06-24,San Joaquin,California,6077.0,2742,49,182.0,1.0,122.0,0.2857142857142857
271594,2020-06-25,San Joaquin,California,6077.0,2884,49,142.0,0.0,136.71428571428572,0.2857142857142857
274735,2020-06-26,San Joaquin,California,6077.0,3031,52,147.0,3.0,157.85714285714286,0.5714285714285714
277884,2020-06-27,San Joaquin,California,6077.0,3093,52,62.0,0.0,130.85714285714286,0.5714285714285714
281033,2020-06-28,San Joaquin,California,6077.0,3093,52,0.0,0.0,119.14285714285714,0.5714285714285714
284181,2020-06-29,San Joaquin,California,6077.0,3291,52,198.0,0.0,127.28571428571429,0.5714285714285714
287329,2020-06-30,San Joaquin,California,6077.0,3856,52,565.0,0.0,185.14285714285714,0.5714285714285714
290481,2020-07-01,San Joaquin,California,6077.0,3914,54,58.0,2.0,167.42857142857142,0.7142857142857143
293636,2020-07-02,San Joaquin,California,6077.0,4298,55,384.0,1.0,202.0,0.8571428571428571
296793,2020-07-03,San Joaquin,California,6077.0,4474,55,176.0,0.0,206.14285714285714,0.42857142857142855
299956,2020-07-04,San Joaquin,California,6077.0,4474,55,0.0,0.0,197.28571428571428,0.42857142857142855
303121,2020-07-05,San Joaquin,California,6077.0,4807,55,333.0,0.0,244.85714285714286,0.42857142857142855
306286,2020-07-06,San Joaquin,California,6077.0,5015,55,208.0,0.0,246.28571428571428,0.42857142857142855
309455,2020-07-07,San Joaquin,California,6077.0,5600,58,585.0,3.0,249.14285714285714,0.8571428571428571
312626,2020-07-08,San Joaquin,California,6077.0,5817,61,217.0,3.0,271.85714285714283,1.0
315802,2020-07-09,San Joaquin,California,6077.0,6065,67,248.0,6.0,252.42857142857142,1.7142857142857142
318976,2020-07-10,San Joaquin,California,6077.0,6279,68,214.0,1.0,257.85714285714283,1.8571428571428572
322156,2020-07-11,San Joaquin,California,6077.0,6279,68,0.0,0.0,257.85714285714283,1.8571428571428572
325338,2020-07-12,San Joaquin,California,6077.0,6518,68,239.0,0.0,244.42857142857142,1.8571428571428572
328525,2020-07-13,San Joaquin,California,6077.0,6988,70,470.0,2.0,281.85714285714283,2.142857142857143
331712,2020-07-14,San Joaquin,California,6077.0,7216,73,228.0,3.0,230.85714285714286,2.142857142857143
334906,2020-07-15,San Joaquin,California,6077.0,7428,73,212.0,0.0,230.14285714285714,1.7142857142857142
338102,2020-07-16,San Joaquin,California,6077.0,7680,81,252.0,8.0,230.71428571428572,2.0
341299,2020-07-17,San Joaquin,California,6077.0,7819,83,139.0,2.0,220.0,2.142857142857143
344499,2020-07-18,San Joaquin,California,6077.0,7925,83,106.0,0.0,235.14285714285714,2.142857142857143
347700,2020-07-19,San Joaquin,California,6077.0,8118,83,193.0,0.0,228.57142857142858,2.142857142857143
350902,2020-07-20,San Joaquin,California,6077.0,8321,94,203.0,11.0,190.42857142857142,3.4285714285714284
354105,2020-07-21,San Joaquin,California,6077.0,8799,95,478.0,1.0,226.14285714285714,3.142857142857143
357309,2020-07-22,San Joaquin,California,6077.0,9595,98,796.0,3.0,309.57142857142856,3.5714285714285716
360515,2020-07-23,San Joaquin,California,6077.0,9826,107,231.0,9.0,306.57142857142856,3.7142857142857144
363722,2020-07-24,San Joaquin,California,6077.0,10126,110,300.0,3.0,329.57142857142856,3.857142857142857
366929,2020-07-25,San Joaquin,California,6077.0,10190,110,64.0,0.0,323.57142857142856,3.857142857142857
370139,2020-07-26,San Joaquin,California,6077.0,10347,110,157.0,0.0,318.42857142857144,3.857142857142857
373351,2020-07-27,San Joaquin,California,6077.0,10675,118,328.0,8.0,336.2857142857143,3.4285714285714284
376565,2020-07-28,San Joaquin,California,6077.0,10923,133,248.0,15.0,303.42857142857144,5.428571428571429
379782,2020-07-29,San Joaquin,California,6077.0,11209,146,286.0,13.0,230.57142857142858,6.857142857142857
382999,2020-07-30,San Joaquin,California,6077.0,11342,151,133.0,5.0,216.57142857142858,6.285714285714286
386217,2020-07-31,San Joaquin,California,6077.0,11483,168,141.0,17.0,193.85714285714286,8.285714285714286
389434,2020-08-01,San Joaquin,California,6077.0,11561,168,78.0,0.0,195.85714285714286,8.285714285714286
392651,2020-08-02,San Joaquin,California,6077.0,11807,168,246.0,0.0,208.57142857142858,8.285714285714286
395867,2020-08-03,San Joaquin,California,6077.0,11937,180,130.0,12.0,180.28571428571428,8.857142857142858
399083,2020-08-04,San Joaquin,California,6077.0,12007,180,70.0,0.0,154.85714285714286,6.714285714285714
402299,2020-08-05,San Joaquin,California,6077.0,12087,187,80.0,7.0,125.42857142857143,5.857142857142857
405517,2020-08-06,San Joaquin,California,6077.0,12148,192,61.0,5.0,115.14285714285714,5.857142857142857
408737,2020-08-07,San Joaquin,California,6077.0,12303,211,155.0,19.0,117.14285714285714,6.142857142857143
411956,2020-08-08,San Joaquin,California,6077.0,12392,211,89.0,0.0,118.71428571428571,6.142857142857143
415176,2020-08-09,San Joaquin,California,6077.0,12559,211,167.0,0.0,107.42857142857143,6.142857142857143
418397,2020-08-10,San Joaquin,California,6077.0,12933,223,374.0,12.0,142.28571428571428,6.142857142857143
421618,2020-08-11,San Joaquin,California,6077.0,13870,235,937.0,12.0,266.14285714285717,7.857142857142857
424839,2020-08-12,San Joaquin,California,6077.0,14026,239,156.0,4.0,277.0,7.428571428571429
428063,2020-08-13,San Joaquin,California,6077.0,14276,245,250.0,6.0,304.0,7.571428571428571
431291,2020-08-14,San Joaquin,California,6077.0,14651,261,375.0,16.0,335.42857142857144,7.142857142857143
434516,2020-08-15,San Joaquin,California,6077.0,14925,261,274.0,0.0,361.85714285714283,7.142857142857143
437742,2020-08-16,San Joaquin,California,6077.0,15113,261,188.0,0.0,364.85714285714283,7.142857142857143
440968,2020-08-17,San Joaquin,California,6077.0,15288,269,175.0,8.0,336.42857142857144,6.571428571428571
444194,2020-08-18,San Joaquin,California,6077.0,15323,280,35.0,11.0,207.57142857142858,6.428571428571429
447421,2020-08-19,San Joaquin,California,6077.0,15379,287,56.0,7.0,193.28571428571428,6.857142857142857
450649,2020-08-20,San Joaquin,California,6077.0,15677,288,298.0,1.0,200.14285714285714,6.142857142857143
453877,2020-08-21,San Joaquin,California,6077.0,15778,294,101.0,6.0,161.0,4.714285714285714
457105,2020-08-22,San Joaquin,California,6077.0,15888,294,110.0,0.0,137.57142857142858,4.714285714285714
460332,2020-08-23,San Joaquin,California,6077.0,16068,294,180.0,0.0,136.42857142857142,4.714285714285714
463561,2020-08-24,San Joaquin,California,6077.0,16131,297,63.0,3.0,120.42857142857143,4.0
466790,2020-08-25,San Joaquin,California,6077.0,16565,297,434.0,0.0,177.42857142857142,2.4285714285714284
470019,2020-08-26,San Joaquin,California,6077.0,16795,297,230.0,0.0,202.28571428571428,1.4285714285714286
473251,2020-08-27,San Joaquin,California,6077.0,16845,305,50.0,8.0,166.85714285714286,2.4285714285714284
476484,2020-08-28,San Joaquin,California,6077.0,16989,307,144.0,2.0,173.0,1.8571428571428572
479717,2020-08-29,San Joaquin,California,6077.0,17114,307,125.0,0.0,175.14285714285714,1.8571428571428572
482951,2020-08-30,San Joaquin,California,6077.0,17493,307,379.0,0.0,203.57142857142858,1.8571428571428572
486186,2020-08-31,San Joaquin,California,6077.0,17637,328,144.0,21.0,215.14285714285714,4.428571428571429
489419,2020-09-01,San Joaquin,California,6077.0,17807,330,170.0,2.0,177.42857142857142,4.714285714285714
492652,2020-09-02,San Joaquin,California,6077.0,17915,344,108.0,14.0,160.0,6.714285714285714
495886,2020-09-03,San Joaquin,California,6077.0,18194,361,279.0,17.0,192.71428571428572,8.0
499119,2020-09-04,San Joaquin,California,6077.0,18331,368,137.0,7.0,191.71428571428572,8.714285714285714
502353,2020-09-05,San Joaquin,California,6077.0,18438,368,107.0,0.0,189.14285714285714,8.714285714285714
505587,2020-09-06,San Joaquin,California,6077.0,18557,368,119.0,0.0,152.0,8.714285714285714
508819,2020-09-07,San Joaquin,California,6077.0,18558,368,1.0,0.0,131.57142857142858,5.714285714285714
512052,2020-09-08,San Joaquin,California,6077.0,18552,377,-6.0,9.0,106.42857142857143,6.714285714285714
515285,2020-09-09,San Joaquin,California,6077.0,18550,382,-2.0,5.0,90.71428571428571,5.428571428571429
518520,2020-09-10,San Joaquin,California,6077.0,18799,383,249.0,1.0,86.42857142857143,3.142857142857143
521757,2020-09-11,San Joaquin,California,6077.0,18854,383,55.0,0.0,74.71428571428571,2.142857142857143
524993,2020-09-12,San Joaquin,California,6077.0,19019,383,165.0,0.0,83.0,2.142857142857143
528229,2020-09-13,San Joaquin,California,6077.0,19108,383,89.0,0.0,78.71428571428571,2.142857142857143
531466,2020-09-14,San Joaquin,California,6077.0,19364,389,256.0,6.0,115.14285714285714,3.0
534701,2020-09-15,San Joaquin,California,6077.0,19564,392,200.0,3.0,144.57142857142858,2.142857142857143
537937,2020-09-16,San Joaquin,California,6077.0,19623,399,59.0,7.0,153.28571428571428,2.4285714285714284
541174,2020-09-17,San Joaquin,California,6077.0,19701,407,78.0,8.0,128.85714285714286,3.4285714285714284
544410,2020-09-18,San Joaquin,California,6077.0,19793,414,92.0,7.0,134.14285714285714,4.428571428571429
547648,2020-09-19,San Joaquin,California,6077.0,19793,414,0.0,0.0,110.57142857142857,4.428571428571429
550887,2020-09-20,San Joaquin,California,6077.0,19793,414,0.0,0.0,97.85714285714286,4.428571428571429
554126,2020-09-21,San Joaquin,California,6077.0,19841,415,48.0,1.0,68.14285714285714,3.7142857142857144
557363,2020-09-22,San Joaquin,California,6077.0,20019,421,178.0,6.0,65.0,4.142857142857143
560599,2020-09-23,San Joaquin,California,6077.0,20060,434,41.0,13.0,62.42857142857143,5.0
563838,2020-09-24,San Joaquin,California,6077.0,20126,437,66.0,3.0,60.714285714285715,4.285714285714286
567078,2020-09-25,San Joaquin,California,6077.0,20194,441,68.0,4.0,57.285714285714285,3.857142857142857
570320,2020-09-26,San Joaquin,California,6077.0,20194,441,0.0,0.0,57.285714285714285,3.857142857142857
573562,2020-09-27,San Joaquin,California,6077.0,20194,441,0.0,0.0,57.285714285714285,3.857142857142857
576805,2020-09-28,San Joaquin,California,6077.0,20245,441,51.0,0.0,57.714285714285715,3.7142857142857144
580046,2020-09-29,San Joaquin,California,6077.0,20357,447,112.0,6.0,48.285714285714285,3.7142857142857144
583285,2020-09-30,San Joaquin,California,6077.0,20411,456,54.0,9.0,50.142857142857146,3.142857142857143
586525,2020-10-01,San Joaquin,California,6077.0,20457,466,46.0,10.0,47.285714285714285,4.142857142857143
589766,2020-10-02,San Joaquin,California,6077.0,20485,470,28.0,4.0,41.57142857142857,4.142857142857143
593006,2020-10-03,San Joaquin,California,6077.0,20485,470,0.0,0.0,41.57142857142857,4.142857142857143
596248,2020-10-04,San Joaquin,California,6077.0,20485,470,0.0,0.0,41.57142857142857,4.142857142857143
599491,2020-10-05,San Joaquin,California,6077.0,20569,471,84.0,1.0,46.285714285714285,4.285714285714286
602734,2020-10-06,San Joaquin,California,6077.0,20731,472,162.0,1.0,53.42857142857143,3.5714285714285716
605976,2020-10-07,San Joaquin,California,6077.0,20779,473,48.0,1.0,52.57142857142857,2.4285714285714284
609219,2020-10-08,San Joaquin,California,6077.0,20828,473,49.0,0.0,53.0,1.0
612461,2020-10-09,San Joaquin,California,6077.0,20828,473,0.0,0.0,49.0,0.42857142857142855
615702,2020-10-10,San Joaquin,California,6077.0,20828,473,0.0,0.0,49.0,0.42857142857142855
618944,2020-10-11,San Joaquin,California,6077.0,20828,473,0.0,0.0,49.0,0.42857142857142855
622187,2020-10-12,San Joaquin,California,6077.0,20828,473,0.0,0.0,37.0,0.2857142857142857
625430,2020-10-13,San Joaquin,California,6077.0,20828,473,0.0,0.0,13.857142857142858,0.14285714285714285
628673,2020-10-14,San Joaquin,California,6077.0,20828,477,0.0,4.0,7.0,0.5714285714285714
631917,2020-10-15,San Joaquin,California,6077.0,21138,483,310.0,6.0,44.285714285714285,1.4285714285714286
635163,2020-10-16,San Joaquin,California,6077.0,21187,484,49.0,1.0,51.285714285714285,1.5714285714285714
638408,2020-10-17,San Joaquin,California,6077.0,21187,484,0.0,0.0,51.285714285714285,1.5714285714285714
641655,2020-10-18,San Joaquin,California,6077.0,21187,484,0.0,0.0,51.285714285714285,1.5714285714285714
644903,2020-10-19,San Joaquin,California,6077.0,21196,484,9.0,0.0,52.57142857142857,1.5714285714285714
648148,2020-10-20,San Joaquin,California,6077.0,21436,484,240.0,0.0,86.85714285714286,1.5714285714285714
651392,2020-10-21,San Joaquin,California,6077.0,21473,488,37.0,4.0,92.14285714285714,1.5714285714285714
654637,2020-10-22,San Joaquin,California,6077.0,21528,488,55.0,0.0,55.714285714285715,0.7142857142857143
657882,2020-10-23,San Joaquin,California,6077.0,21630,489,102.0,1.0,63.285714285714285,0.7142857142857143
661126,2020-10-24,San Joaquin,California,6077.0,21630,489,0.0,0.0,63.285714285714285,0.7142857142857143
664371,2020-10-25,San Joaquin,California,6077.0,21630,489,0.0,0.0,63.285714285714285,0.7142857142857143
667617,2020-10-26,San Joaquin,California,6077.0,21729,489,99.0,0.0,76.14285714285714,0.7142857142857143
670860,2020-10-27,San Joaquin,California,6077.0,21906,490,177.0,1.0,67.14285714285714,0.8571428571428571
674102,2020-10-28,San Joaquin,California,6077.0,21988,492,82.0,2.0,73.57142857142857,0.5714285714285714
677346,2020-10-29,San Joaquin,California,6077.0,21994,492,6.0,0.0,66.57142857142857,0.5714285714285714
680589,2020-10-30,San Joaquin,California,6077.0,22106,494,112.0,2.0,68.0,0.7142857142857143
683833,2020-10-31,San Joaquin,California,6077.0,22106,494,0.0,0.0,68.0,0.7142857142857143
436,2020-03-02,San Mateo,California,6081.0,1,0,,,,
470,2020-03-03,San Mateo,California,6081.0,1,0,0.0,0.0,0.0,0.0
505,2020-03-04,San Mateo,California,6081.0,1,0,0.0,0.0,0.0,0.0
544,2020-03-05,San Mateo,California,6081.0,1,0,0.0,0.0,0.0,0.0
594,2020-03-06,San Mateo,California,6081.0,1,0,0.0,0.0,0.0,0.0
671,2020-03-07,San Mateo,California,6081.0,1,0,0.0,0.0,0.0,0.0
766,2020-03-08,San Mateo,California,6081.0,1,0,0.0,0.0,0.0,0.0
